X Field,X轴字段
'Successfully merged {0} out of {1}.',待合并{1}，已成功合并{0}
Receivable/Payable Account,应收/应付科目
Bank/Cash Account,银行/现金科目
Reconciliation Logs,核销日志
Process Payment Reconciliation Log,自动核销收付款日志
Process Payment Reconciliation,自动核销收付款
Auto Reconciliation of Payments has been disabled. Enable it through {0},请在{0}中勾选启用自动核销收付款
Start / Resume,开始 / 恢复
COGS By Item Group,按物料组销货成本
COGS Debit,销售成本(借方)
Deferred Revenue and Expense,递延收入与费用
Use Batch-wise Valuation,按批号计算成本
"FIFO Stock Queue (qty, rate)",先进先出队列(数量，单价)
Start Reposting,执行成本价追溯调整记账
Reposting has been started in the background.,成本价追溯调整记账已在后台运行
Rate Difference with Purchase Invoice,采购发票价差
No jobs found on this site,本站点无当前任务
Auto Refresh,自动刷新
All Queues,全部队列
Deferred,已延后
Short,短
Long,长
Remove Failed Jobs,删除运行出错的任务
Are you sure you want to remove all failed jobs?,确定删除所有运行出错的任务?
Scheduler: Active,后台任务:运行中
Scheduler: Inactive,后台任务:未运行
Are you sure you want to re-enable scheduler?,确定启动后台任务？
Enabled Scheduler,已启动后台任务
Failed to enable scheduler: {0},启动后台任务 {0} 失败
Incorrect Stock Value Report,异常物料凭证结余金额
Stock Ledger Invariant Check,物料凭证与会计凭证差异表
"Creation",创建日期
"Batchwise Valuation",启用批号成本
"Consumption Rate",出库成本价
"(A) Qty After Transaction",(A) 变更后数量
"(B) Expected Qty After Transaction",(B) 预期变更后数量
"FIFO/LIFO Queue",先进先出/后进先出队列
"(C) Total qty in queue",(C) 队列中总数量
"(D) Balance Stock Value",(D) 库存余额
"(E) Balance Stock Value in Queue",(E) 队列中库存余额
"(F) Stock Value Difference",(F) 库存差异
"Balance Stock Value using (F)",库存差异余额 (F)
"(G) Stock Value difference (FIFO queue)",(G) 库存差异(先进先出队列)
"(H) Valuation Rate",(H) 成本价
"(I) Valuation Rate as per FIFO",(I) 先进先出成本价
"(J) Valuation = Value (D) ÷ Qty (A)",(J) 成本价 = 金额(D) ÷ 数量(A)
Advance payments allocated against orders will only be fetched,仅获取关联了订单的预付款
Adjustment Against,源单
Finished Good Quantity,成品数量
"Finished Good Quantity ",成品数量
No Unreconciled Invoices and Payments found for this party and account,未找到待核销发票与收付款凭证
Disable Document Sharing,禁用单据表单/详情界面左侧栏分享功能
Login with email link,启用邮件中链接登录
"Allow users to log in without a password, using a login link sent to their email",允许用户点击邮件中的链接不输密码登录系统
Apply Perm Level on API calls (Recommended),外部程序接口调用时进行字段级权限检查(推荐)
Telemetry,系统使用情况上报
Allow Sending Usage Data for Improving Applications,允许发送用于系统改进的使用情况数据
added rows for {0},新增了 {0} 明细行
removed rows for {0},删除了 {0} 明细行
{0} changed values for {1} {2},{0} 变更了 {1} {2}
{0} changed values for {1},{0} 变更了 {1}
You created this {0},你创建了本单据
You edited this {0},你修改了本单据
Get Customer Group Details,获取客户组信息
Link with Supplier,关联供应商
Link with Supplier,关联客户
Create Link,创建关联
Successfully linked to Supplier,成功关联了供应商
Successfully linked to Customer,成功关联了客户
Allow Sales Order Creation For Expired Quotation,允许从已过期报价创建(下推)销售订单
Over Order Allowance (%),超框架订单容差(%)
"Percentage you are allowed to order more against the Blanket Order Quantity. For example: If you have a Blanket Order of Quantity 100 units. and your Allowance is 10% then you are allowed to order 110 units.",允许累计订单数量超框架订单的百分比。例如：框架订单数量100。容差10％，那么关联框架订单的多个订单累计数量最多为110。
Show Pay Button in Purchase Order Portal,在门户网站采购订单详情界面显示付款按钮
For link field filter,用户链接字段智能过滤
This form is not editable due to a Workflow.,此表单因工作流状态不能被编辑。
Skip Available Sub Assembly Items,考虑子装配件可用库存
"System consider the projected quantity to check available or will be available sub-assembly items ",勾选后，计划数量=需求-可用库存，可用足够时子装配件被删除
"System consider the projected quantity to check available or will be available assembly items ",勾选后，计划数量=需求-可用库存，可用足够时装配件被删除
Item and Warehouse,物料与仓库
Opening & Closing,POS机交接班
POS Closing Entry,POS机接班
POS Opening Entry,POS机交班
Create POS Opening Entry,创建POS接班记录,
All Items,所有物料
Search by item code, serial number or barcode,"按物料编号，序列号，批号搜索"
Select item group,选择物料组,
Add Discount,折扣
Item Code: {0} is not available under warehouse {1}.,仓库 {1} 中无此物料 {0}。
Complete Order,完成订单
Edit Cart,返回购物车
Email Receipt,邮件发送收据
New Order,新订单
Edit Order,修改订单
Delete Order,删除订单
Sold by,售货员
To Be Paid,待支付,
Recent Orders,最近订单
Validate Stock on Save,保存时检查库存
Write Off Limit,抹零限额
Auto write off precision loss while consolidation,合并时自动圆整抹零
If enabled, the consolidated invoices will have rounded total disabled,如勾选合并后的发票禁用小数精度尾差
POS Search Fields,POS机搜索字段
POS Field,POS机字段,
Page Size,纸张大小
Please check either with operations or FG Based Operating Cost.,有工艺路线与启用计件成本两个勾选字段必须二选一
"Row #{0}: Please select Item Code in Assembly Items",装配件明细第 {0} 行，请输入物料编号(请先点获取待生产成品物料按钮)
Please fill the Material Requests table,请先点获取物料需求,
Items to Manufacture are required to pull the Raw Materials associated with it.,需有装配件或子装配件明细后才可计算采购原材料需求。,
Get Stock,导出库存数据
"As there are sufficient raw materials, Material Request is not required for Warehouse {0}.","因仓库 {0} 有足够库存，未生成物料需求。"
Rounding Loss Allowance,小数精度尾差限额
Gain/Loss from Revaluation,重估损益
Gain/Loss already booked,已记账损益
New Balance In Account Currency,科目币别新余额
"Gain/Loss accumulated in foreign currency account. Accounts with '0' balance in either Base or Account currency","外币累计损益，"
"Only values between [0,1) are allowed. Like {0.00, 0.04, 0.09, ...}
Ex: If allowance is set at 0.07, accounts that have balance of 0.07 in either of the currencies will be considered as zero balance account","限0到1之间，如0.04，0.09
举例 尾差限额0.07，本币或外币余额小于0.07时被视为余额为0"
Select Link,读(链接字段)
Last 6 months,上半年
Next Quarter,下季度
Next 6 months,下半年
Client Secret,客户端秘钥
Allow existing Serial No to be Manufactured/Received again,允许现有序列号重新生产及入库
Show Taxes as Table in Print,税以明细表形式打印输出
Enable Automatic Party Matching,启用自动匹配往来单位
Auto match and set the Party in Bank Transactions,在银行交易中自动匹配并设置往来单位字段
Banking,银行,
Ignore Closing Balance,忽略期末库存余额
Regenerate Closing Stock Balance,重新生成期末库存全额
Closing Stock Balance,期末库存余额
For quantity {0} should not be greater than allowed quantity {1},成品数量 {0} 不能大于剩余可入库数量 {1}
Uses Auto Increment feature of database.,使用数据库的自增序列功能
WARNING: After using this option, any other naming option will not be accessible.,警告:自增编号功能会导致其它命名编号机制失效
Cannot change to/from autoincrement autoname in Customize Form,定制表单不支持修改自增编号
Can only change to/from Autoincrement naming rule when there is no data in the doctype,仅在单据类型无数据时修改自增编号
Sort Options,按选项值排序
Ignore Available Stock,忽略可用数量
Consolidate Sales Order Items,合并物料
"If enabled, the system won't create material requests for the available items.","勾选后，系统不会为有可用数量的物料创建物料需求"
"If this checkbox is enabled, then the system won't run the MRP for the available sub-assembly items.","勾选后，计划数量=需求-可用库存，可用足够时子装配件被删除"
"If this checkbox is enabled, then the system won’t run the MRP for the available sub-assembly items.","勾选后，计划数量=需求-可用库存，可用足够时子装配件被删除"
"No Work Orders were created",无待创建的生产工单
Get Outstanding Orders,选未关闭订单
"{0} {1} is associated with {2}, but Party Account is {3}", 待付款源单据 {0} {1} 科目 {2} 与当前收付款凭证科目 {3} 不一致
